competition,player_id,player_name,appearances,first_date,last_date,mean_minutes,mean_pir
eurocup,baron jimmy||eurocup,"Baron, Jimmy",13,2017-10-11,2018-01-17,24.22051282051282,7.076923076923077
eurocup,barovic filip||eurocup,"Barovic, Filip",8,2017-10-11,2018-01-17,16.439583333333335,10.875
eurocup,barthel danilo||eurocup,"Barthel, Danilo",13,2017-10-11,2018-01-17,19.087179487179487,9.76923076923077
eurocup,bartolome hugo||eurocup,"Bartolome, Hugo",1,2017-12-27,2017-12-27,0.0,0.0
eurocup,baygul muhammed||eurocup,"Baygul, Muhammed",12,2017-10-11,2018-01-17,5.133333333333333,0.9166666666666666
eurocup,bayram kadir||eurocup,"Bayram, Kadir",8,2017-10-10,2017-12-26,0.0,0.0
eurocup,bazille timothee||eurocup,"Bazille, Timothee",9,2017-10-11,2018-01-17,1.6240740740740742,0.0
eurocup,behanan chane||eurocup,"Behanan, Chane",7,2017-10-11,2017-12-05,25.423809523809524,15.142857142857142
eurocup,bell james||eurocup,"Bell, James",13,2017-10-11,2018-01-17,23.592307692307692,7.846153846153846
eurocup,benimon jerrelle||eurocup,"Benimon, Jerrelle",5,2017-11-08,2017-12-19,24.490000000000002,14.0
eurocup,beyschlag georg||eurocup,"Beyschlag, Georg",1,2017-12-13,2017-12-13,2.6666666666666665,0.0
eurocup,bille aleksandr||eurocup,"Bille, Aleksandr",1,2017-11-08,2017-11-08,0.0,0.0
eurocup,blazic jaka||eurocup,"Blazic, Jaka",10,2017-10-11,2017-12-27,19.60333333333333,13.1
eurocup,bojic bogdan||eurocup,"Bojic, Bogdan",9,2017-10-11,2018-01-03,0.2962962962962963,-0.1111111111111111
eurocup,bonacini federico||eurocup,"Bonacini, Federico",12,2017-10-11,2018-01-16,0.6902777777777779,-0.08333333333333333
eurocup,booker devin||eurocup,"Booker, Devin",13,2017-10-11,2018-01-17,20.57948717948718,15.76923076923077
eurocup,bouteille axel||eurocup,"Bouteille, Axel",13,2017-10-11,2018-01-17,23.21923076923077,13.076923076923077
eurocup,bretzel nicolas||eurocup,"Bretzel, Nicolas",1,2017-12-27,2017-12-27,1.8833333333333333,-1.0
eurocup,briki sofiane||eurocup,"Briki, Sofiane",7,2017-10-17,2018-01-17,0.780952380952381,0.5714285714285714
eurocup,broekhoff ryan||eurocup,"Broekhoff, Ryan",13,2017-10-11,2018-01-16,26.138461538461538,16.307692307692307
eurocup,brussino nicolas||eurocup,"Brussino, Nicolas",2,2018-01-10,2018-01-16,13.133333333333333,2.5
eurocup,butkevicius arnas||eurocup,"Butkevicius, Arnas",5,2017-12-20,2018-01-17,15.596666666666668,3.6
eurocup,butler da sean||eurocup,"Butler, Da Sean",10,2017-10-10,2017-12-27,24.673333333333336,11.5
eurocup,butterfield spencer||eurocup,"Butterfield, Spencer",9,2017-10-11,2017-12-20,25.368518518518517,9.777777777777779
eurocup,cakarevic marko||eurocup,"Cakarevic, Marko",3,2017-10-24,2017-12-05,22.98888888888889,10.0
eurocup,campbell louis||eurocup,"Campbell, Louis",10,2017-10-11,2017-12-27,23.32,6.7
eurocup,candi leonardo||eurocup,"Candi, Leonardo",13,2017-10-11,2018-01-16,16.952564102564104,2.1538461538461537
eurocup,carter josh||eurocup,"Carter, Josh",13,2017-10-11,2018-01-17,22.183333333333334,6.384615384615385
eurocup,carter marc||eurocup,"Carter, Marc",4,2017-10-11,2017-11-01,14.345833333333333,5.5
