competition,MP_min,PIR
acb,21.733333333333334,11
acb,23.366666666666667,0
acb,0.0,0
acb,13.116666666666667,9
acb,20.583333333333332,14
acb,16.566666666666666,13
acb,15.7,3
acb,0.0,0
acb,0.0,0
acb,0.0,0
acb,22.433333333333334,9
acb,14.45,-4
